ID,year,month,mean,lon,lat
7,2012,7,53.77419355,-106.98587,38.95627
7,2012,8,52,-106.98587,38.95627
7,2013,6,50.86666667,-106.98587,38.95627
7,2013,7,50.53333333,-106.98587,38.95627
7,2013,8,46.89655172,-106.98587,38.95627
7,2014,6,54.03448276,-106.98587,38.95627
7,2014,7,49.03225806,-106.98587,38.95627
7,2014,8,46.53333333,-106.98587,38.95627
7,2015,6,54.23333333,-106.98587,38.95627
7,2015,7,41.8,-106.98587,38.95627
7,2015,8,48.5,-106.98587,38.95627
7,2016,6,48.23333333,-106.98587,38.95627
7,2016,7,48.80645161,-106.98587,38.95627
7,2016,8,46.23333333,-106.98587,38.95627
8,1990,6,-9999,-108.490462,37.198398
8,1990,7,-9999,-108.490462,37.198398
8,1990,8,-9999,-108.490462,37.198398
8,1991,6,-9999,-108.490462,37.198398
8,1991,7,-9999,-108.490462,37.198398
8,1991,8,-9999,-108.490462,37.198398
8,1992,6,-9999,-108.490462,37.198398
8,1992,7,-9999,-108.490462,37.198398
8,1992,8,-9999,-108.490462,37.198398
8,1993,6,-9999,-108.490462,37.198398
8,1993,7,-9999,-108.490462,37.198398
8,1993,8,-9999,-108.490462,37.198398
8,1994,6,-9999,-108.490462,37.198398
8,1994,7,-9999,-108.490462,37.198398
8,1994,8,-9999,-108.490462,37.198398
8,1995,6,53.3,-108.490462,37.198398
8,1995,7,51.03225806,-108.490462,37.198398
8,1995,8,52.75,-108.490462,37.198398
8,1996,6,52.23333333,-108.490462,37.198398
8,1996,7,55.13333333,-108.490462,37.198398
8,1996,8,53.55172414,-108.490462,37.198398
8,1997,6,52.83333333,-108.490462,37.198398
8,1997,7,48.4,-108.490462,37.198398
8,1997,8,48.32258065,-108.490462,37.198398
8,1998,6,56.75862069,-108.490462,37.198398
